id,filename
2329,Urban Chaos (USA)
2330,Machine Head (USA)
2331,Baldies (USA)
2332,Defcon 5 - Peace Has a Price... (USA)
2333,O.D.T. (USA)
2337,Jimmy White's 2 - Cueball (USA)
2338,NHL Rock the Rink (USA)
2339,Largo Winch - Commando SAR (USA)
2359,Steel Reign (USA)
2362,"Crash Bandicoot (Japan, Asia)"
2363,AbalaBurn (Japan)
2368,Simple 1500 Series Vol. 10 - The Billiard (Japan) (Culture Publishers)
2369,Simple 1500 Series Vol. 15 - The Pachinko (Japan)
2370,Final Fantasy IX (Europe) (Disc 2)
2371,Final Fantasy IX (Europe) (Disc 1)
2372,Final Fantasy IX (Europe) (Disc 3)
2373,Final Fantasy IX (Europe) (Disc 4)
2377,Front Mission 3 (Europe)
2378,Suikoden II (Europe)
2379,"Legend of Dragoon, The (Europe) (Disc 1)"
2380,"Legend of Dragoon, The (Europe) (Disc 2)"
2381,"Legend of Dragoon, The (Europe) (Disc 3)"
2382,"Legend of Dragoon, The (Europe) (Disc 4)"
2387,007 - The World Is Not Enough (USA)
2388,Pipe Dreams 3D (USA)
2389,Star Trek - Invasion (USA)
2391,Simple 1500 Series Vol. 10 - The Billiard (Japan)
2392,"Team Buddies (Europe) (En,Fr,De)"
2393,Disney's Tarzan (USA)
2396,"Diablo (Europe) (En,Fr,De,Sv)"
2397,CTR - Crash Team Racing (USA)
2398,Star Ocean - The Second Story (Europe) (Disc 2)
2399,Star Ocean - The Second Story (Europe) (Disc 1)
2400,Squaresoft on PlayStation 2000 Collector's CD Vol. 3 (USA)
2401,Alundra (USA) (Rev 1)
2402,Doraemon 3 - Makai no Dungeon (Japan)
2403,PaRappa the Rapper (Japan)
2404,DX Okuman Chouja Game - The Money Battle (Japan)
2405,Yoshimoto Mahjong Club Deluxe (Japan)
2423,Brigandine - The Legend of Forsena (USA)
2424,Azure Dreams (USA)
2425,Armored Core (USA)
2426,Beyblade (USA)
2435,Overboard! (Europe)
2441,WWF WrestleMania - The Arcade Game (Europe)
2455,Final Fantasy IX (France) (Disc 1)
2456,Final Fantasy IX (France) (Disc 2)
2457,Final Fantasy IX (France) (Disc 3)
2458,Final Fantasy IX (France) (Disc 4)
2459,NBA Live 2000 (Italy)
2473,Harry Potter to Kenja no Ishi (Japan)
2474,Twisted Metal 2 (USA)
2478,Akuji the Heartless (USA)
2485,Twisted Metal III (USA) (Rev 1)
2487,Armored Core - Master of Arena (USA) (Disc 1)
2488,Armored Core - Master of Arena (USA) (Disc 2)
2489,Need for Speed - Porsche Unleashed (USA)
2492,Ms. Pac-Man Maze Madness (USA) (Rev 1)
2493,Tiny Toon Adventures - Plucky's Big Adventure (USA)
2503,MediEvil II (USA)
2521,Bomberman Fantasy Race (Japan)
2522,Bob the Builder - Can We Fix It (USA)
2528,Wheel of Fortune (USA)
2543,Psychic Detective (USA) (Disc 2)
2544,Psychic Detective (USA) (Disc 3)
2564,From TV Animation One Piece - Grand Battle! 2 (Japan)
2572,Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan)
2574,"Granstream Saga, The (USA)"
2575,"LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
2576,"NHL Championship 2000 (Europe) (En,Fr,De,Sv)"
2577,Grand Theft Auto 2 (France)
2587,World's Scariest Police Chases (Europe)
2588,Simple 1500 Series Vol. 44 - The Card 2 (Japan)
2589,Tenchu 2 - Birth of the Stealth Assassins (Italy)
2591,Simple 1500 Series Vol. 1 - The Mahjong (Japan)
2598,Fish On! Bass (Japan)
2599,Shin DX Okuman Chouja Game - Tsukutte! Utte! Oomouke! (Japan)
2600,Simple 1500 Series Vol. 80 - The Jintori (Japan)
2601,Ganbare! Nippon! Olympic 2000 (Japan)
2602,Hyper Formation Soccer (Japan)
2603,Jikkyou J.League 1999 - Perfect Striker (Japan)
2605,SaGa Frontier 2 (Germany)
2610,Disney's 102 Dalmatians - Puppies to the Rescue (USA)
2611,Zero Divide 2 - The Secret Wish (Japan)
2612,Arkanoid Returns (Japan)
2613,WTC - World Touring Car Championship (Japan)
2615,Gran Turismo 2 (USA) (Arcade Mode) (Rev 1)
2623,R-Types (Europe)
2625,MediEvil 2 (Russia)
2627,Final Fantasy VIII (Europe) (Demo 1)
2629,F1 GP Nippon no Chousen - Dome no Yabou (Japan)
2643,Gran Turismo 2 (USA) (Simulation Mode) (Rev 1)
2651,Warhammer - Shadow of the Horned Rat (USA)
2655,Bio Hazard (Japan)
2665,"Harry Potter and the Chamber of Secrets (USA, Canada) (En,Fr,Es)"
2671,FoxKids.com - Micro Maniacs Racing (USA)
2675,Lunar - Silver Star Story Complete (USA) (The Making of)
2676,Lunar - Silver Star Story Complete (USA) (Disc 1)
2677,Lunar - Silver Star Story Complete (USA) (Disc 2)
2678,Psychic Detective (USA) (Disc 1)
2679,Ridge Racer (Japan)
2682,Super Robot Taisen F - Kanketsu-hen (Japan)
2683,Final Fantasy Origins - Final Fantasy II (Europe)
2684,Final Fantasy Origins - Final Fantasy (Europe)
2685,RayStorm (USA)
2687,NanoTek Warrior (USA)
2688,Crash Bandicoot 2 - Cortex Strikes Back (USA)
2689,"Magic Carpet (USA) (En,Fr,De,Es,Sv)"
2691,Saiyuki - Journey West (USA)
2696,Simple 1500 Series Vol. 22 - The Pro Wrestling (Japan)
2697,Jumping Flash! (USA)
2698,Bushido Blade (USA)
2700,Soviet Strike (USA)
2701,Tactics Ogre (USA)
2703,Moto Racer 2 (USA)
2707,Ace Combat 2 (Japan) (Rev 1)
2708,Warriors of Might and Magic (USA)
2709,Tales of Destiny (USA)
2710,Tales of Destiny II (USA) (Disc 1)
2711,Tales of Destiny II (USA) (Disc 2)
2712,Shin Super Robot Taisen (Japan)
2713,Tales of Destiny II (USA) (Disc 3)
2714,Final Fantasy IX (Italy) (Disc 1)
2715,3Xtreme (USA)
2716,Final Fantasy IX (Italy) (Disc 2)
2717,Final Fantasy IX (Italy) (Disc 3)
2718,Final Fantasy IX (Italy) (Disc 4)
2719,Easter Bunny's Big Day (USA)
2721,Koukaku Kidoutai - Ghost in the Shell (Japan) (Demo 2)
2722,Shin Super Robot Taisen - Special Disc (Japan)
2723,ATV - Quad Power Racing (USA)
2725,NFL GameDay 2002 (USA)
2731,Ridge Racer Revolution (USA)
2733,Ridge Racer Revolution (Japan)
2742,Resident Evil 2 (Italy) (Disc 2)
2743,Resident Evil 2 (Italy) (Disc 1)
2744,NFL GameDay 97 (USA)
2745,NFL GameDay 99 (USA) (Rev 1)
2746,NFL GameDay 98 (USA)
2765,Boxer's Road (Japan)
2771,Ball Breakers (USA)
2772,Wipeout (USA)
2773,Mega Man Legends (USA)
2774,Bomberman World (USA)
2775,Pro Pinball - Fantastic Journey (USA)
2776,Star Gladiator - Episode I - Final Crusade (USA)
2777,Disruptor (USA)
2778,C-12 - Final Resistance (USA)
2780,Bust-A-Move 4 (USA)
2781,Bust A Groove (USA)
2795,Play! '98 Fuyu Taikenban (Japan) (Red Disc)
2796,Dragon Quest Monsters 1 & 2 - Hoshifuri no Yuusha to Bokujou no Nakama-tachi (Japan)
2798,Spectral Tower (Japan)
2800,Thoroughbred Breeder - Sekai Seiha-hen (Japan)
2801,Thoroughbred Breeder - Sekai Seiha-hen (Japan) (Rev 1)
2810,Area 51 (USA)
2813,Registered Users Demo 03 (Europe)
2814,Exector (Japan)
2818,Gran Turismo 2 (USA) (Simulation Mode) (Rev 2)
2823,No One Can Stop Mr. Domino (USA)
2824,Inuyasha - A Feudal Fairy Tale (USA) (Rev 1)
2825,Spider - The Video Game (USA)
2826,"Simpsons Wrestling, The (Europe)"
2828,Option - Tuning Car Battle (Japan) (Rev 1)
2829,"Bushido Blade 2 (Japan, Asia)"
2832,"Army Men - Operation Meltdown (Europe) (En,Fr,De,Es,It)"
2834,Kensei - Sacred Fist (USA)
2835,Monster Farm Jump (Japan)
2838,World Soccer Winning Eleven '97 (Japan)
2839,J.League Jikkyou Winning Eleven 3 (Japan)
2840,Tobal No. 1 (Japan)
2841,Square's Preview (Japan)
2847,Choro Q Ver. 1.02 (Japan)
2848,J.League Jikkyou Winning Eleven (Japan) (Rev 1)
2860,"Rayman 2 - The Great Escape (Europe) (En,Es,It)"
2865,"Total Drivin (Europe) (En,Fr,De,Es,It,Pt)"
2867,Rage Racer (Europe)
2868,"Smurfs, The (Europe) (En,Fr,De,Es,It,Nl)"
2869,Crash Bandicoot (Europe) (EDC)
2871,Jojo no Kimyou na Bouken (Japan)
2892,Ehrgeiz - God Bless the Ring (Japan)
2909,Breeding Stud - Bokujou de Aimashou (Japan)
2910,Final Fantasy Tactics (Japan)
2911,Final Fantasy Tactics (Japan) (Rev 1)
2912,SuperLite 1500 Series - Shougi II (Japan)
2913,'98 Koushien - Koukou Yakyuu Simulation (Japan)
2915,Square's Preview 2 (Japan)
2920,Riven - The Sequel to Myst (Germany) (Disc 1)
2921,Riven - The Sequel to Myst (Germany) (Disc 2)
2922,Riven - The Sequel to Myst (Germany) (Disc 3)
2923,Riven - The Sequel to Myst (Germany) (Disc 4)
2924,Riven - The Sequel to Myst (Germany) (Disc 5)
2925,G-Police (Germany) (Disc 1)
2926,G-Police (Germany) (Disc 2)
2928,"CyberTiger (Europe) (En,Fr,De,Es,Sv)"
2931,"World Championship Snooker (Europe) (En,Fr,De)"
2942,Dino Crisis (USA) (Demo)
2944,Theme Park (Japan) (Rev 1)
2949,Discworld II - Mortellement Votre (France)
2953,"Formula One 2000 (Europe) (En,Fi)"
2954,"X-Files, The (France) (Disc 1)"
2955,"X-Files, The (France) (Disc 2)"
2956,"X-Files, The (France) (Disc 3)"
2957,"X-Files, The (France) (Disc 4)"
2959,Sven-Goeran Eriksson's World Challenge (Europe)
2961,You Don't Know Jack (USA) (Disc 1)
2962,Warhawk - The Red Mercury Missions (USA)
2963,You Don't Know Jack (USA) (Disc 2)
2964,Zoboomafoo - Leapin' Lemurs! (USA)
2966,SuperLite 1500 Series - Shichuu Suimei - Mark Yazaki Kanshuu (Japan)
2967,SuperLite 1500 Series - Mahjong II (Japan)
2968,SuperLite 1500 Series - Memories Off (Japan)
2969,Simple 1500 Jitsuyou Series Vol. 02 - Katei no Fuusui (Japan)
2970,Simple Character 2000 Series Vol. 01 - Kidou Senshi Gundam - The Gunjin Shougi (Japan)
2971,Driver (France)
2972,Gradius Gaiden (Japan)
2976,Stone Walkers (Japan)
2980,NFL GameDay 2000 (USA)
2981,NFL GameDay 2001 (USA)
2982,radicalgames@psygnosis (Europe)
2983,Tales of Destiny (Japan)
2984,Hexen (USA)
2993,Tenchu - Stealth Assassins (USA)
2994,Razor Freestyle Scooter (USA)
2996,Alundra 2 - A New Legend Begins (USA)
2997,Air Combat (USA)
2998,Tomb Raider (USA) (Rev 1)
2999,"Delta Force Urban Warfare (USA) (En,Fr,Es)"
3000,No Fear Downhill Mountain Bike Racing (USA)
3004,Biohazard 2 (Japan) (Trial Edition)
3019,Star Wars - Episode I - Die dunkle Bedrohung (Germany)
3020,Strikers 1945 II (Europe)
3022,Treasures of the Deep (Germany)
3023,Kagero - Kokumeikan Shinshou (Japan)
3024,Hissatsu Pachinko Station - Monster House Special (Japan)
3026,Bio Hazard - Director's Cut (Japan)
3033,UFC - Ultimate Fighting Championship (Japan)
3042,Pizza Hut Disc 2 (USA) (EDC)
3057,NFL GameDay (USA)
3059,Digimon World (Germany)
3067,V-Rally - Championship Edition 2 (Japan)
3080,Mobile Suit Gundam (Japan)
3083,Alone in the Dark - One-Eyed Jack's Revenge (USA)
3084,"Italian Job, The (USA)"
3085,Ducati World - Racing Challenge (USA)
3086,Ape Escape (USA)
3087,Billiards (USA)
3088,Namco Museum Vol. 1 (USA)
3089,Monkey Magic (USA)
3099,Metal Gear Solid (Germany) (Disc 1)
3100,Metal Gear Solid (Germany) (Disc 2)
3101,Bushido Blade (Europe)
3102,Xena - Warrior Princess (Germany)
3103,Dragon Ball - Final Bout (Germany)
3104,"Disney-Pixar Toy Story Racer (Europe) (Fr,De)"
3105,Walt Disneys Das Dschungelbuch - Groove Party (Germany)
3106,"Formula One 2000 (Europe) (Fr,De)"
3110,Driver (Italy)
3137,Dragon Ball Z - Ultimate Battle 22 (Germany)
3149,"Rayman 2 - The Great Escape (Europe) (Fr,De)"
3150,Cool Boarders 2 (USA)
3151,Broken Helix (USA) (Rev 1)
3152,"Colony Wars - Vengeance (USA, Canada)"
3153,Starwinder - The Ultimate Space Race (USA)
3154,Monkey Hero (USA)
3159,"Casper (Europe) (En,Fr,De)"
3160,"Digimon World 2003 (Europe) (En,Fr,De,Es,It)"
3161,StarSweep (Europe)
3163,All Star Action (Europe) (Disc 1)
3164,All Star Action (Europe) (Disc 2)
3167,Rascal (Europe)
3169,Driver 2 - Back on the Streets (Italy) (Disc 2) (Rev 1)
3174,Simple 1500 Series Vol. 13 - The Race (Japan) (Culture Publishers)
3175,Ace Combat 3 - Electrosphere (Japan) (Disc 1)
3176,Ace Combat 3 - Electrosphere (Japan) (Disc 2)
3180,You Don't Know Jack - Mock 2 (USA)
3181,One Piece Mansion (USA)
3182,"Rayman 2 - The Great Escape (USA) (En,Fr,Es)"
3185,Zero Divide (USA)
3186,Zero Divide (Japan)
3187,Uprising X (USA)
3188,X-Men - Mutant Academy (USA)
3189,Pocket Jiman (Japan)
3190,Pitfall 3D - Beyond the Jungle (USA)
3205,Armored Core (USA) (Rerelease)
3206,Time Crisis - Project Titan (USA)
3207,Brahma Force - The Assault on Beltlogger 9 (USA)
3210,Forsaken (USA)
3211,Kileak - The DNA Imperative (USA)
3213,"King of Fighters '99, The (USA)"
3221,"Land Before Time, The - Great Valley Racing Adventure (USA)"
3228,"Swagman (Europe) (En,Fr,De)"
3229,Andretti Racing (Europe)
3246,Fighter Maker (USA)
3270,Tony Hawk's Pro Skater 3 (Germany)
3271,007 - Die Welt Ist Nicht Genug (Germany)
3272,Delta Force Urban Warfare (Germany)
3273,FIFA Football 2004 (Germany)
3284,Wild Arms (Japan)
3297,Registered Users Demo 06 (Europe)
3298,WWF War Zone (USA)
3299,Lode Runner (USA)
3300,Project - Horned Owl (USA)
3301,Croc - Legend of the Gobbos (USA)
3308,Z (Germany)
3309,"Prince Naseem Boxing (Europe) (En,Fr,De,Es,It)"
3310,Army Men - Air Attack 2 (Germany)
3312,"Glover (Europe) (En,Fr,De,It)"
3317,Space Jam (Europe)
3318,"FIFA 2001 (Europe) (En,De,Es,Nl,Sv)"
3319,"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,Nl,Sv)"
3320,BDFL Manager 2002 (Germany)
3321,Premier Manager Ninety Nine (Europe)
3322,Player Manager Ninety Nine (Germany)
3323,"Break Point (Europe) (En,Fr)"
3324,Umihara Kawase Shun (Japan)
3325,Rayman Rush (USA)
3327,Men in Black - The Game (Europe)
3328,"Warpath - Jurassic Park (Europe) (En,Fr,De)"
3329,Bust-A-Move 2 - Arcade Edition (Europe)
3333,NBA Live 99 (Germany)
3334,Anstoss - Premier Manager (Germany)
3335,NHL Powerplay (Europe)
3337,"Action Man - Mission Xtreme (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)"
3338,"UEFA Challenge (Europe) (En,Fr,De,Nl)"
3339,"Austin Powers Pinball (Europe) (En,Fr,De)"
3348,Fear Effect 2 - Retro Helix (USA) (Disc 1)
3349,Fear Effect 2 - Retro Helix (USA) (Disc 2)
3350,Fear Effect 2 - Retro Helix (USA) (Disc 3)
3351,Fear Effect 2 - Retro Helix (USA) (Disc 4)
3352,"Virus - It Is Aware (Europe) (En,Fr,De,Es,It)"
3357,"VR Golf '97 (USA) (En,Fr)"
3379,Castlevania - Symphony of the Night (USA)
3380,Wild 9 (USA)
3382,Resident Evil - Director's Cut (Europe)
3383,Resident Evil 2 (Europe) (Preview)
3392,Bust-A-Move '99 (USA)
3394,Pro Pinball - Big Race USA (USA)
3395,Powerslave (USA)
3396,Tommi Maekinen Rally (Italy)
3397,"Missile Command (Europe) (Fr,De)"
3407,Beatmania (Europe)
3408,"Equestriad 2001 (Europe) (En,De,Es)"
3409,Pandemonium! (Europe)
3410,Zero Divide 2 - The Secret Wish (Spain)
3411,"Tiger Woods PGA Tour 2000 (Europe) (En,Fr,De,Es,Sv)"
3413,Manager de Liga (Spain)
3415,Ace Combat 2 (USA)
3416,Devil Summoner - Soul Hackers (Japan) (Disc 1)
3417,Devil Summoner - Soul Hackers (Japan) (Disc 2)
3418,Persona 2 - Tsumi - Innocent Sin (Japan) (Demo)
3419,Einhaender (Japan)
3420,Simple Character 2000 Series Vol. 08 - Kagaku Ninja-tai Gatchaman - The Shooting (Japan)
3421,Gradius Deluxe Pack (Japan)
3422,Salamander Deluxe Pack Plus (Japan)
3423,R-Types (Japan)
3424,Strikers 1945 (Japan)
3425,Metal Gear Solid (Spain) (Disc 1) (Rev 1)
3426,Metal Gear Solid (Spain) (Disc 2) (Rev 1)
3436,"Formula 1 97 (Europe) (En,Fr,De,Es,It) (Rev 1)"
3452,Tomb Raider III - Les Aventures de Lara Croft (France)
3472,MediEvil (USA)
3474,"Vib-Ribbon (Japan, Asia)"
3486,XS Junior League Football (USA)
3535,Syphon Filter 3 (USA)
3536,"Raiden Project, The (USA)"
3537,Command & Conquer - Red Alert (USA) (Disc 1) (Allies)
3538,Command & Conquer - Red Alert (USA) (Disc 2) (Soviet)
3539,SnoCross Championship Racing (USA)
3540,World Destruction League - Thunder Tanks (USA)
3541,XS Junior League Soccer (USA)
3550,"Beat Mania Append GottaMix (Japan, Asia)"
3551,Beatmania Append 4thMix - The Beat Goes On (Japan)
3553,Super Robot Taisen Alpha Gaiden (Japan) (Premium Edition)
3554,Super Robot Taisen Alpha (Japan) (Limited Edition)
3564,XS Junior League Dodgeball (USA)
3566,Super Robot Taisen Alpha Gaiden (Japan)
3573,Mars Moose Cosmic Quest 1 - City Sights (USA)
3575,"Crash Bandicoot 2 - Cortex no Gyakushuu! (Japan, Asia)"
3576,"Crash Bandicoot 3 - Buttobi! Sekai Isshuu (Japan, Asia)"
3582,Um Jammer Lammy (Japan)
3586,Front Mission Alternative (Japan)
3588,Front Mission 3 (Japan)
3607,Kasei Monogatari (Japan)
3608,Shanghai - Banri no Choujou (Japan) (Gentei Box)
3610,Dancing Stage - Disney Mix (Europe)
3611,Gold and Glory - The Road to El Dorado (Europe)
3612,Bomberman World (Japan)
3613,G.O.D pure (Japan)
3614,"Blasto (Europe) (En,Fr,De,Es,It)"
3615,F.A. Manager (Europe)
3617,Silent Bomber (Europe)
3618,"Tunguska - Legend of Faith (Europe) (En,Fr,De,Es,It)"
3619,Premier Manager 2000 (Europe)
3624,Mega Man Legends 2 (USA)
3625,"FIFA Football 2003 (Europe) (En,Nl,Sv)"
3626,Super Slammin' Dodgeball (Europe)
3627,Xevious 3D-G+ (Europe)
3630,Stock Car Racer (Europe)
3631,"Re-Loaded (Europe) (En,Fr,De)"
3632,X2 - No Relief (Europe)
3633,Galaxian^3 (Europe)
3634,Psychic Force (Europe)
3635,"Tommi Maekinen Rally (Europe) (En,Fr,De,Es,Fi)"
3641,Mars Moose Cosmic Quest 2 - Fairy Tale Island (USA)
3642,Mars Moose Cosmic Quest 3 - Race Through France (USA)
3643,Road Writer (USA)
3675,"TOCA 2 Touring Cars (Europe) (En,Fr,De)"
3678,K9.5 1 - Live in Airedale (USA)
3679,Chris Kamara's Street Soccer (Europe)
3680,MTV Sports - Snowboarding (Europe)
3682,Assault Rigs (Europe)
3683,"Kirikou (Europe) (En,Fr,De)"
3684,UEFA Champions League - Season 1998-99 (Europe)
3685,"Player Manager (Europe) (En,Fr,De,Es,It,Sv,No)"
3686,WCW Nitro (Europe)
3688,"Grind Session (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt)"
3690,"Re-Volt (Europe) (En,Fr,De,Es,It)"
3691,Command & Conquer - Alarmstufe Rot - Gegenschlag (Germany) (Disc 1) (Die Alliierten)
3692,Soul Edge (Japan)
3693,Kyousouba Ikusei Simulation - Derby Stallion (Japan) (Rev 1)
3694,"Crash Bandicoot Racing (Japan, Asia)"
3696,Pinball Power (Europe)
3699,"WarGames - Defcon 1 (Europe) (En,Fr,De)"
3700,"C-12 - Final Resistance (Europe) (Fr,De)"
3701,WWF Attitude (Germany)
3702,Card Shark (Europe)
3703,Ducati World (Europe)
3704,Caesars Palace 2000 - Millennium Gold Edition (Europe)
3705,"SnoCross Championship Racing (Europe) (En,Fr,De,Es,It)"
3706,"Tennis Arena (Europe) (En,Fr,De,Es,It)"
3719,"Parasite Eve II (Japan, Asia) (Disc 1)"
3720,"Parasite Eve II (Japan, Asia) (Disc 2)"
3722,"Omega Boost (Japan) (En,Ja)"
3723,Bust A Move 2 - Dance Tengoku Mix (Japan)
3724,Beat Mania (Japan) (Disc 1) (Arcade)
3725,Beat Mania (Japan) (Disc 2) (Append)
3726,Private Collection - Tokimeki Memorial (Japan)
3727,Yutona Eiyuu Senki - TearRingSaga (Japan)
3728,"FIFA - Die WM-Qualifikation 98 (Germany) (En,Fr,De,Es,Nl,Sv)"
3730,RC de Go! (Europe)
3731,"Michael Schumacher Racing World Kart 2002 (Europe) (En,Fr,De,Es,It)"
3732,"Swing (Europe) (En,Fr,De)"
3734,"Tobal 2 (Japan, Asia)"
3735,Densha de Go! (Japan)
3753,Eithea (Japan) (Disc 1)
3754,Eithea (Japan) (Disc 2)
3755,Alex Ferguson's Player Manager 2002 (Europe)
3757,VMX Racing (Europe)
3758,NBA Power Dunkers (Japan)
3759,Quiz$Millionaire - Waku Waku Party (Japan)
3760,Total NBA '97 (Europe)
3772,Ganbare Morikawa-kun 2-gou (Japan)
3773,Ganbare Morikawa-kun 2-gou (Japan) (Genteiban)
3774,Raiden Project (Japan)
3775,Clock Tower 2 (Japan)
3776,Fish Eyes (Japan)
3777,Arc the Lad II (Japan) (Rev 1)
3778,Philosoma (Japan)
3779,"Shadow Master (Europe) (En,Fr,De,Es,It) (Demo)"
3782,Alone in the Dark - The New Nightmare (USA) (Disc 1)
3783,Alone in the Dark - The New Nightmare (USA) (Disc 2)
3784,Descent (USA)
3814,Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 1)
3815,Jikuu Tantei DD - Maboroshi no Lorelei (Japan) (Disc 2)
3817,Zero Pilot - Gin'yoku no Senshi (Japan)
3818,Zero Pilot - Gin'yoku no Senshi (Japan) (Rev 1)
3819,Crash Bandicoot Carnival (Japan)
3825,Granstream Denki - The Granstream Saga (Japan)
3834,Motor Toon Grand Prix (Japan)
3835,Motor Toon Grand Prix (Japan) (Rev 1)
3844,Motor Toon Grand Prix 2 (Japan) (Disc 1)
3845,Motor Toon Grand Prix 2 (Japan) (Disc 2) (Taisen Sen'you Disc)
3846,Tondemo Crisis! (Japan)
3847,Hamster no Odekake (Japan)
3848,World Greatest Hits Series Vol. 2 - Pipe Dreams 3D (Japan)
3867,Dragon Quest IV - Michibikareshi Mono-tachi (Japan)
3868,Elf o Karu Monotachi - Kanzenban (Japan) (Disc 1)
3869,Elf o Karu Monotachi - Kanzenban (Japan) (Disc 2)
3870,Robo-Pit 2 (Japan) (Demo 1)
3873,Who Wants to Be a Millionaire - 3rd Edition (USA)
3874,Wheel of Fortune - 2nd Edition (USA)
3880,Gunners Heaven (Japan)
3881,KulaQuest (Japan)
3885,K9.5 2 - We Are the Dogs! (USA)
3886,Street Fighter Zero 2 (Japan)
3887,Street Fighter Zero 3 (Japan)
3893,"EA Sports Supercross 2000 (Europe) (En,Fr,De,Es,It,Nl,Sv)"
3897,Darkstalkers 3 (Europe)
3899,Creative Isle (USA)
3900,Creative Camp (USA)
3901,NCAA Football 99 (USA)
3902,NCAA Football 98 (USA)
3904,Capcom vs. SNK - Millennium Fight 2000 Pro (Europe)
3905,Street Fighter Alpha 3 (Europe)
3906,Street Fighter Alpha - Warriors' Dreams (Europe)
3910,Marvel vs. Capcom - Clash of Super Heroes (Europe)
3911,Marvel Super Heroes vs. Street Fighter (Europe)
3912,Marvel Super Heroes (Europe)
3913,X-Men vs. Street Fighter (Europe)
3915,NBA Live 99 (USA)
3916,NBA Live 98 (USA)
3917,Strider 2 (Europe)
3918,Strider (Europe)
3920,Final Fantasy VII (France) (Disc 1)
3921,Final Fantasy VII (France) (Disc 2)
3922,Final Fantasy VII (France) (Disc 3)
3924,Wild Arms - 2nd Ignition (Japan) (Disc 1)
3925,Wild Arms - 2nd Ignition (Japan) (Disc 2)
3933,"Need for Speed - Porsche 2000 (Europe) (Fr,Es,It)"
3941,Mars Moose Adventure - WalkAbout 1 - The Natural History Museum (USA)
3942,Mars Moose Adventure - WalkAbout 2 - The Shakespeare Festival (USA)
3943,Mars Moose Adventure - WalkAbout 3 - World Sports Day (USA)
3944,Calamity 1 - The Natural World (USA)
3945,Timeless Math 7 - Rover Recovery (USA)
3946,Timeless Math 6 - Brainswarm (USA)
3947,"Timeless Math 3 - Maya, King Jaguar's Village (USA)"
3948,"Timeless Math 2 - Maya, Observatory (USA)"
3949,"Timeless Math 1 - Maya, Search and Rescue (USA)"
3950,Timeless Jade Trade (USA)
3951,"Secret of Googol 8, The - Googol Gulch - General Store & Math Arcade (USA)"
3952,"Secret of Googol 7, The - Eggs All Around - Egg Trek & Balloon Picnic (USA)"
3953,"Secret of Googol 4, The - The Googol Counting Fair - Corral & Fun House (USA)"
3954,"Secret of Googol 3, The - The Googol Counting Fair - Midways (USA)"
3955,"Secret of Googol 2b, The - Reshaping Googol - Under the Ocean (USA)"
3956,"Secret of Googol 2a, The - Reshaping Googol - The Castle (USA)"
3957,"Secret of Googol 1b, The - Reshaping Googol - The Tower (USA)"
3958,"Secret of Googol 1a, The - Reshaping Googol - The Submarine (USA)"
3959,Cali's Geo Tools (USA)
3960,K9.5 5 - The Howlywood Premiere (USA)
3962,"Quaddle Family Mysteries, The 3 - The Case of the Scarce Scarab - Parlor & Family Room (USA)"
3963,Math Gallery - Collection 2 (USA)
3964,Math on the Move! 1 - Addition-Subtraction Advanced (USA)
3965,Math on the Move! 2 - Multiplication-Division Advanced (USA)
3966,Mona & Moki 1 - Drive Me Wild! (USA)
3967,Mona & Moki 2 - Drive Me Wilder! (USA)
3968,Str.at.e.s. 1 - Match-A-Batch (USA)
3969,Str.at.e.s. 2 - Matchamania! (USA)
3970,Str.at.e.s. 3 - Title This! Title That! (USA)
3971,Str.at.e.s. 4 - Titlerama! (USA)
3972,Str.at.e.s. 5 - Parallel Lives! (USA)
3973,Str.at.e.s. 6 - Analogy-ology! (USA)
3974,Str.at.e.s. 7 - Riddle Roundup! (USA)
3975,Str.at.e.s. 8 - Riddle Wrangler! (USA)
3976,"Quaddle Family Mysteries, The 1 - The Case of the Scarce Scarab - Lobby & Kitchen (USA)"
3977,"Quaddle Family Mysteries, The 2 - The Case of the Scarce Scarab - Garden (USA)"
3980,Liquid Books Adventure 1 - Lety's Favorite Stories (USA)
3981,Liquid Books Adventure 2 - Amrita's Trees & Cerdito and the Coyote (USA)
3982,Dokiou-ki (Japan)
3983,Ore no Shikabane o Koete Yuke (Japan)
3984,Rurouni Kenshin - Meiji Kenkaku Romantan - Ishin Gekitou-hen (Japan)
3985,Jackie Chan Stuntmaster (Europe)
3995,Front Action Replay (Europe) (Unl)
3996,Star Ocean - The Second Story (USA) (Disc 2)
3997,Star Ocean - The Second Story (USA) (Disc 1)
3998,"Need for Speed - Road Challenge (Europe) (Fr,De)"
3999,Hexen (Europe)
4003,007 - Der Morgen Stirbt Nie (Germany)
4004,This Is Football (Europe)
4005,"Final Fantasy IX (USA, Canada) (Disc 1) (Rev 1)"
4006,"Game Guru 9 (Russia) (En,Ru) (Unl)"
4007,Street Fighter - The Movie (Europe)
4008,Super Puzzle Fighter II Turbo (Europe)
